     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
       100,         2,         0,   0.001,pymatching,941e0dd44510b8754f4f2d0f428d7dd20b4114f06aacb1596e2873601ce878e2,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
       100,         0,         0,   0.001,pymatching,60fd08ff67e8ddba394badab17a220a2fa85ecbdcfa3f4e56063daf9f5f9abc4,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
       100,         6,         0,   0.001,pymatching,0801676e17bc69ce8c1553941342351b5a5afdf1f6269f2c79144d4657eda3a8,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""stability_x"",""n_rounds"":7,""noise_model"":""EM3"",""per"":0.0025}",
       100,         5,         0,   0.001,pymatching,4f53f4e1fc575cf9a4e9f4c864dbad203a6ee946122343e80177c230df47f457,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""stability_z"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
       100,         0,         0,   0.001,pymatching,83ec4ff9f999d43452f52c1a8e054df5cf8a5e1341669d27fcebffbad532d309,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
       100,         3,         0,   0.001,pymatching,a896bd72f4d21dd7907f694bd4c27be48de9e3deb74de4d91801c120a4d90d67,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
       100,         7,         0,   0.001,pymatching,699c8e1985efee295597ff13d9556456b09885bc5a98b83f5cf78346b7342a30,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""stability_x"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
       100,         9,         0,   0.001,pymatching,5bca74f6c8c61a92ffb57caeb82d5c10bd64cee4df59bdffb72d81dc2b4495b0,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""stability_z"",""n_rounds"":9,""noise_model"":""EM3"",""per"":0.0025}",
       100,         0,         0,   0.001,pymatching,dd15f482268b51829830d1ab1187352f6e50f631b0282af21caaf66f0fa32cac,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":3,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":13,""noise_model"":""EM3"",""per"":0.0025}",
       200,         0,         0,   0.001,pymatching,941e0dd44510b8754f4f2d0f428d7dd20b4114f06aacb1596e2873601ce878e2,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
       100,         2,         0,   0.015,pymatching,903e3f19ed6f865110e8255e2ffff8d764bf50e8e8cdb63e81c11f21d18de32b,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":3,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":13,""noise_model"":""EM3"",""per"":0.0025}",
       137,         0,         0,   0.001,pymatching,941e0dd44510b8754f4f2d0f428d7dd20b4114f06aacb1596e2873601ce878e2,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
       200,         1,         0,   0.001,pymatching,60fd08ff67e8ddba394badab17a220a2fa85ecbdcfa3f4e56063daf9f5f9abc4,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
       200,         1,         0,   0.001,pymatching,60fd08ff67e8ddba394badab17a220a2fa85ecbdcfa3f4e56063daf9f5f9abc4,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
       100,         1,         0,   0.009,pymatching,60fd08ff67e8ddba394badab17a220a2fa85ecbdcfa3f4e56063daf9f5f9abc4,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
       118,        11,         0,   0.002,pymatching,4f53f4e1fc575cf9a4e9f4c864dbad203a6ee946122343e80177c230df47f457,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""stability_z"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
        87,         5,         0,   0.001,pymatching,0801676e17bc69ce8c1553941342351b5a5afdf1f6269f2c79144d4657eda3a8,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""stability_x"",""n_rounds"":7,""noise_model"":""EM3"",""per"":0.0025}",
       200,         1,         0,   0.002,pymatching,83ec4ff9f999d43452f52c1a8e054df5cf8a5e1341669d27fcebffbad532d309,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
       200,         1,         0,   0.002,pymatching,83ec4ff9f999d43452f52c1a8e054df5cf8a5e1341669d27fcebffbad532d309,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
       267,         2,         0,   0.001,pymatching,941e0dd44510b8754f4f2d0f428d7dd20b4114f06aacb1596e2873601ce878e2,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
       593,         5,         0,   0.001,pymatching,941e0dd44510b8754f4f2d0f428d7dd20b4114f06aacb1596e2873601ce878e2,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
        28,         0,         0,   0.001,pymatching,a896bd72f4d21dd7907f694bd4c27be48de9e3deb74de4d91801c120a4d90d67,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
       970,         8,         0,   0.002,pymatching,60fd08ff67e8ddba394badab17a220a2fa85ecbdcfa3f4e56063daf9f5f9abc4,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
       600,         4,         0,   0.001,pymatching,83ec4ff9f999d43452f52c1a8e054df5cf8a5e1341669d27fcebffbad532d309,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
       600,         6,         0,   0.002,pymatching,941e0dd44510b8754f4f2d0f428d7dd20b4114f06aacb1596e2873601ce878e2,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
       600,         7,         0,   0.001,pymatching,60fd08ff67e8ddba394badab17a220a2fa85ecbdcfa3f4e56063daf9f5f9abc4,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":1,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":8,""noise_model"":""EM3"",""per"":0.0025}",
       100,         1,         0,   0.001,pymatching,83ec4ff9f999d43452f52c1a8e054df5cf8a5e1341669d27fcebffbad532d309,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
       200,         0,         0,   0.001,pymatching,a896bd72f4d21dd7907f694bd4c27be48de9e3deb74de4d91801c120a4d90d67,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
        64,         9,         0,   0.001,pymatching,699c8e1985efee295597ff13d9556456b09885bc5a98b83f5cf78346b7342a30,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""stability_x"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
       970,         7,         0,   0.002,pymatching,83ec4ff9f999d43452f52c1a8e054df5cf8a5e1341669d27fcebffbad532d309,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
        31,         1,         0,   0.001,pymatching,5bca74f6c8c61a92ffb57caeb82d5c10bd64cee4df59bdffb72d81dc2b4495b0,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""stability_z"",""n_rounds"":9,""noise_model"":""EM3"",""per"":0.0025}",
        91,         1,         0,   0.001,pymatching,a896bd72f4d21dd7907f694bd4c27be48de9e3deb74de4d91801c120a4d90d67,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
       200,         1,         0,   0.002,pymatching,dd15f482268b51829830d1ab1187352f6e50f631b0282af21caaf66f0fa32cac,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":3,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":13,""noise_model"":""EM3"",""per"":0.0025}",
       100,         0,         0,   0.002,pymatching,dd15f482268b51829830d1ab1187352f6e50f631b0282af21caaf66f0fa32cac,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":3,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":13,""noise_model"":""EM3"",""per"":0.0025}",
       200,         0,         0,   0.001,pymatching,dd15f482268b51829830d1ab1187352f6e50f631b0282af21caaf66f0fa32cac,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":3,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":13,""noise_model"":""EM3"",""per"":0.0025}",
       200,         1,         0,   0.002,pymatching,903e3f19ed6f865110e8255e2ffff8d764bf50e8e8cdb63e81c11f21d18de32b,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":3,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":13,""noise_model"":""EM3"",""per"":0.0025}",
       650,        11,         0,   0.001,pymatching,a896bd72f4d21dd7907f694bd4c27be48de9e3deb74de4d91801c120a4d90d67,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
       137,         2,         0,   0.003,pymatching,903e3f19ed6f865110e8255e2ffff8d764bf50e8e8cdb63e81c11f21d18de32b,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":3,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":13,""noise_model"":""EM3"",""per"":0.0025}",
      1200,         4,         0,   0.002,pymatching,dd15f482268b51829830d1ab1187352f6e50f631b0282af21caaf66f0fa32cac,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":3,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":13,""noise_model"":""EM3"",""per"":0.0025}",
        22,         0,         0,   0.002,pymatching,a896bd72f4d21dd7907f694bd4c27be48de9e3deb74de4d91801c120a4d90d67,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":2,""gf_2"":0,""logical_observable"":""memory_z"",""n_rounds"":10,""noise_model"":""EM3"",""per"":0.0025}",
       400,         5,         0,   0.005,pymatching,dd15f482268b51829830d1ab1187352f6e50f631b0282af21caaf66f0fa32cac,"{""code_name"":""GaugeFloquetColourCode"",""distance"":2,""gf_0"":1,""gf_1"":3,""gf_2"":0,""logical_observable"":""memory_x"",""n_rounds"":13,""noise_model"":""EM3"",""per"":0.0025}",
