shots,bp_converged,postprocessing_count,max_bp_iters,id,bias,per,code_name
124,28,96,500,500[0.007],9999,[0.007],FloquetColourCode
122,36,86,500,500[0.007],9999,[0.007],FloquetColourCode
122,21,101,500,500[0.007],9999,[0.007],FloquetColourCode
123,23,100,500,500[0.007],9999,[0.007],FloquetColourCode
100,13,87,500,500[0.008],9999,[0.008],FloquetColourCode
100,15,85,500,500[0.008],9999,[0.008],FloquetColourCode
200,38,162,500,500[0.008],9999,[0.008],FloquetColourCode
200,34,166,500,500[0.008],9999,[0.008],FloquetColourCode
200,33,167,500,500[0.008],9999,[0.008],FloquetColourCode
400,68,332,500,500[0.008],9999,[0.008],FloquetColourCode
153,21,132,500,500[0.008],9999,[0.008],FloquetColourCode
192,39,153,500,500[0.008],9999,[0.008],FloquetColourCode
317,52,265,500,500[0.008],9999,[0.008],FloquetColourCode
336,51,285,500,500[0.008],9999,[0.008],FloquetColourCode
336,52,284,500,500[0.008],9999,[0.008],FloquetColourCode
336,55,281,500,500[0.008],9999,[0.008],FloquetColourCode
349,55,294,500,500[0.008],9999,[0.008],FloquetColourCode
349,63,286,500,500[0.008],9999,[0.008],FloquetColourCode
255,47,208,500,500[0.008],9999,[0.008],FloquetColourCode
349,49,300,500,500[0.008],9999,[0.008],FloquetColourCode
192,29,163,500,500[0.008],9999,[0.008],FloquetColourCode
213,30,183,500,500[0.008],9999,[0.008],FloquetColourCode
125,19,106,500,500[0.008],9999,[0.008],FloquetColourCode
128,22,106,500,500[0.008],9999,[0.008],FloquetColourCode
121,22,99,500,500[0.008],9999,[0.008],FloquetColourCode
122,15,107,500,500[0.008],9999,[0.008],FloquetColourCode
124,20,104,500,500[0.008],9999,[0.008],FloquetColourCode
133,19,114,500,500[0.008],9999,[0.008],FloquetColourCode
140,18,122,500,500[0.008],9999,[0.008],FloquetColourCode
150,19,131,500,500[0.008],9999,[0.008],FloquetColourCode
164,30,134,500,500[0.008],9999,[0.008],FloquetColourCode
119,19,100,500,500[0.008],9999,[0.008],FloquetColourCode
119,18,101,500,500[0.008],9999,[0.008],FloquetColourCode
114,17,97,500,500[0.008],9999,[0.008],FloquetColourCode
118,20,98,500,500[0.008],9999,[0.008],FloquetColourCode
93,18,75,500,500[0.008],9999,[0.008],FloquetColourCode
118,16,102,500,500[0.008],9999,[0.008],FloquetColourCode
117,27,90,500,500[0.008],9999,[0.008],FloquetColourCode
115,19,96,500,500[0.008],9999,[0.008],FloquetColourCode
116,15,101,500,500[0.008],9999,[0.008],FloquetColourCode
115,12,103,500,500[0.008],9999,[0.008],FloquetColourCode
100,15,85,500,500[0.009],9999,[0.009],FloquetColourCode
100,12,88,500,500[0.009],9999,[0.009],FloquetColourCode
200,21,179,500,500[0.009],9999,[0.009],FloquetColourCode
200,15,185,500,500[0.009],9999,[0.009],FloquetColourCode
75,6,69,500,500[0.009],9999,[0.009],FloquetColourCode
200,21,179,500,500[0.009],9999,[0.009],FloquetColourCode
141,9,132,500,500[0.009],9999,[0.009],FloquetColourCode
400,42,358,500,500[0.009],9999,[0.009],FloquetColourCode
228,29,199,500,500[0.009],9999,[0.009],FloquetColourCode
353,38,315,500,500[0.009],9999,[0.009],FloquetColourCode
353,51,302,500,500[0.009],9999,[0.009],FloquetColourCode
272,25,247,500,500[0.009],9999,[0.009],FloquetColourCode
186,17,169,500,500[0.009],9999,[0.009],FloquetColourCode
375,34,341,500,500[0.009],9999,[0.009],FloquetColourCode
353,26,327,500,500[0.009],9999,[0.009],FloquetColourCode
375,36,339,500,500[0.009],9999,[0.009],FloquetColourCode
375,36,339,500,500[0.009],9999,[0.009],FloquetColourCode
48,4,44,500,500[0.009],9999,[0.009],FloquetColourCode
163,15,148,500,500[0.009],9999,[0.009],FloquetColourCode
138,10,128,500,500[0.009],9999,[0.009],FloquetColourCode
148,13,135,500,500[0.009],9999,[0.009],FloquetColourCode
129,17,112,500,500[0.009],9999,[0.009],FloquetColourCode
100,2,98,500,500[0.01],9999,[0.01],FloquetColourCode
100,7,93,500,500[0.01],9999,[0.01],FloquetColourCode
200,11,189,500,500[0.01],9999,[0.01],FloquetColourCode
200,13,187,500,500[0.01],9999,[0.01],FloquetColourCode
257,13,244,500,500[0.01],9999,[0.01],FloquetColourCode
351,21,330,500,500[0.01],9999,[0.01],FloquetColourCode
271,14,257,500,500[0.01],9999,[0.01],FloquetColourCode
343,24,319,500,500[0.01],9999,[0.01],FloquetColourCode
20,0,20,500,500[0.01],9999,[0.01],FloquetColourCode
351,20,331,500,500[0.01],9999,[0.01],FloquetColourCode
152,12,140,500,500[0.01],9999,[0.01],FloquetColourCode
100,1,99,500,500[0.011],9999,[0.011],FloquetColourCode
100,5,95,500,500[0.011],9999,[0.011],FloquetColourCode
200,6,194,500,500[0.011],9999,[0.011],FloquetColourCode
200,8,192,500,500[0.011],9999,[0.011],FloquetColourCode
145,6,139,500,500[0.011],9999,[0.011],FloquetColourCode
52,3,49,500,500[0.011],9999,[0.011],FloquetColourCode
7,2,5,500,500[0.011],9999,[0.011],FloquetColourCode
262,12,250,500,500[0.011],9999,[0.011],FloquetColourCode
11,0,11,500,500[0.011],9999,[0.011],FloquetColourCode
14,1,13,500,500[0.011],9999,[0.011],FloquetColourCode
160,8,152,500,500[0.011],9999,[0.011],FloquetColourCode
17,0,17,500,500[0.011],9999,[0.011],FloquetColourCode
4,0,4,500,500[0.011],9999,[0.011],FloquetColourCode
103,5,98,500,500[0.011],9999,[0.011],FloquetColourCode
100,4,96,500,500[0.012],9999,[0.012],FloquetColourCode
100,1,99,500,500[0.012],9999,[0.012],FloquetColourCode
200,2,198,500,500[0.012],9999,[0.012],FloquetColourCode
200,6,194,500,500[0.012],9999,[0.012],FloquetColourCode
96,0,96,500,500[0.012],9999,[0.012],FloquetColourCode
58,0,58,500,500[0.012],9999,[0.012],FloquetColourCode
393,7,386,500,500[0.012],9999,[0.012],FloquetColourCode
100,1,99,500,500[0.013],9999,[0.013],FloquetColourCode
195,0,195,500,500[0.013],9999,[0.013],FloquetColourCode
200,2,198,500,500[0.013],9999,[0.013],FloquetColourCode
80,0,80,500,500[0.013],9999,[0.013],FloquetColourCode
100,2,98,500,500[0.014],9999,[0.014],FloquetColourCode
58,0,58,500,500[0.014],9999,[0.014],FloquetColourCode
51,0,51,500,500[0.014],9999,[0.014],FloquetColourCode
23,0,23,500,500[0.014],9999,[0.014],FloquetColourCode
200,1,199,500,500[0.014],9999,[0.014],FloquetColourCode
32,0,32,500,500[0.014],9999,[0.014],FloquetColourCode
14,0,14,500,500[0.014],9999,[0.014],FloquetColourCode
