shots,bp_converged,postprocessing_count,max_bp_iters,id,bias,per,code_name
100,10,90,10,10[0.006],9999,[0.006],FloquetColourCode
200,26,174,10,10[0.006],9999,[0.006],FloquetColourCode
200,17,183,10,10[0.006],9999,[0.006],FloquetColourCode
200,18,182,10,10[0.006],9999,[0.006],FloquetColourCode
400,47,353,10,10[0.006],9999,[0.006],FloquetColourCode
400,40,360,10,10[0.006],9999,[0.006],FloquetColourCode
800,85,715,10,10[0.006],9999,[0.006],FloquetColourCode
400,45,355,10,10[0.006],9999,[0.006],FloquetColourCode
1200,124,1076,10,10[0.006],9999,[0.006],FloquetColourCode
1200,131,1069,10,10[0.006],9999,[0.006],FloquetColourCode
