shots,bp_converged,postprocessing_count,max_bp_iters,id,bias,per,code_name
2400,1671,729,20,20[0.004],9999,[0.004],HoneycombCode
2400,1646,754,20,20[0.004],9999,[0.004],HoneycombCode
4800,3365,1435,20,20[0.004],9999,[0.004],HoneycombCode
3871,2656,1215,20,20[0.004],9999,[0.004],HoneycombCode
852,590,262,20,20[0.004],9999,[0.004],HoneycombCode
4045,2836,1209,20,20[0.004],9999,[0.004],HoneycombCode
7200,5058,2142,20,20[0.004],9999,[0.004],HoneycombCode
7200,4978,2222,20,20[0.004],9999,[0.004],HoneycombCode
5195,3589,1606,20,20[0.004],9999,[0.004],HoneycombCode
10355,7070,3285,20,20[0.004],9999,[0.004],HoneycombCode
8405,5820,2585,20,20[0.004],9999,[0.004],HoneycombCode
9316,6490,2826,20,20[0.004],9999,[0.004],HoneycombCode
10529,7377,3152,20,20[0.004],9999,[0.004],HoneycombCode
9316,6472,2844,20,20[0.004],9999,[0.004],HoneycombCode
9316,6414,2902,20,20[0.004],9999,[0.004],HoneycombCode
100,62,38,20,20[0.005],9999,[0.005],HoneycombCode
100,60,40,20,20[0.005],9999,[0.005],HoneycombCode
200,122,78,20,20[0.005],9999,[0.005],HoneycombCode
200,116,84,20,20[0.005],9999,[0.005],HoneycombCode
200,117,83,20,20[0.005],9999,[0.005],HoneycombCode
400,239,161,20,20[0.005],9999,[0.005],HoneycombCode
400,211,189,20,20[0.005],9999,[0.005],HoneycombCode
800,411,389,20,20[0.005],9999,[0.005],HoneycombCode
1200,702,498,20,20[0.005],9999,[0.005],HoneycombCode
1200,677,523,20,20[0.005],9999,[0.005],HoneycombCode
2400,1333,1067,20,20[0.005],9999,[0.005],HoneycombCode
2400,1397,1003,20,20[0.005],9999,[0.005],HoneycombCode
2091,1204,887,20,20[0.005],9999,[0.005],HoneycombCode
2159,1238,921,20,20[0.005],9999,[0.005],HoneycombCode
4800,2745,2055,20,20[0.005],9999,[0.005],HoneycombCode
3596,2013,1583,20,20[0.005],9999,[0.005],HoneycombCode
5109,2950,2159,20,20[0.005],9999,[0.005],HoneycombCode
405,233,172,20,20[0.005],9999,[0.005],HoneycombCode
5041,2908,2133,20,20[0.005],9999,[0.005],HoneycombCode
1002,564,438,20,20[0.005],9999,[0.005],HoneycombCode
5402,3137,2265,20,20[0.005],9999,[0.005],HoneycombCode
5604,3177,2427,20,20[0.005],9999,[0.005],HoneycombCode
5739,3266,2473,20,20[0.005],9999,[0.005],HoneycombCode
5402,3136,2266,20,20[0.005],9999,[0.005],HoneycombCode
285,164,121,20,20[0.005],9999,[0.005],HoneycombCode
5604,3182,2422,20,20[0.005],9999,[0.005],HoneycombCode
5803,3282,2521,20,20[0.005],9999,[0.005],HoneycombCode
587,328,259,20,20[0.005],9999,[0.005],HoneycombCode
431,258,173,20,20[0.005],9999,[0.005],HoneycombCode
858,503,355,20,20[0.005],9999,[0.005],HoneycombCode
1671,944,727,20,20[0.005],9999,[0.005],HoneycombCode
98,58,40,20,20[0.005],9999,[0.005],HoneycombCode
2106,1209,897,20,20[0.005],9999,[0.005],HoneycombCode
123,71,52,20,20[0.005],9999,[0.005],HoneycombCode
152,81,71,20,20[0.005],9999,[0.005],HoneycombCode
5252,2991,2261,20,20[0.005],9999,[0.005],HoneycombCode
4177,2371,1806,20,20[0.005],9999,[0.005],HoneycombCode
3314,1853,1461,20,20[0.005],9999,[0.005],HoneycombCode
3285,1879,1406,20,20[0.005],9999,[0.005],HoneycombCode
580,305,275,20,20[0.005],9999,[0.005],HoneycombCode
1535,834,701,20,20[0.005],9999,[0.005],HoneycombCode
3290,1898,1392,20,20[0.005],9999,[0.005],HoneycombCode
